path,row,col,flood_pct,bin
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1209.npz,2176,256,0.175933837890625,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1210.npz,2176,384,0.2374725341796875,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1211.npz,2176,512,0.2885589599609375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1212.npz,2176,640,0.249176025390625,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1213.npz,2176,768,0.2105865478515625,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1214.npz,2176,896,0.150421142578125,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1215.npz,2176,1024,0.07763671875,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1216.npz,2176,1152,0.0362091064453125,low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1217.npz,2176,1280,0.0379180908203125,low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1218.npz,2176,1408,0.053863525390625,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1219.npz,2176,1536,0.11431884765625,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1220.npz,2176,1664,0.3252716064453125,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1221.npz,2176,1792,0.4962921142578125,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1222.npz,2176,1920,0.451568603515625,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1223.npz,2176,2048,0.4184417724609375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1224.npz,2176,2176,0.3607177734375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1225.npz,2176,2304,0.2144775390625,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1226.npz,2176,2432,0.16851806640625,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1227.npz,2176,2560,0.2090301513671875,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1228.npz,2176,2688,0.281402587890625,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1229.npz,2176,2816,0.27606201171875,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1230.npz,2176,2944,0.218017578125,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1231.npz,2176,3072,0.172607421875,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1232.npz,2176,3200,0.0670928955078125,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1233.npz,2176,3328,0.00079345703125,very_low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1234.npz,2176,3456,0.0004425048828125,very_low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1235.npz,2176,3584,0.0,dry
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1236.npz,2176,3712,0.0,dry
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1237.npz,2176,3840,0.0045928955078125,very_low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1238.npz,2176,3968,0.0476531982421875,low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1239.npz,2176,4096,0.0807342529296875,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1240.npz,2176,4224,0.0902862548828125,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1241.npz,2176,4352,0.1502227783203125,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1242.npz,2176,4480,0.146148681640625,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1243.npz,2176,4608,0.1207122802734375,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1244.npz,2176,4736,0.1316070556640625,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1245.npz,2176,4864,0.1577911376953125,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1246.npz,2176,4992,0.3556976318359375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1247.npz,2176,5120,0.57672119140625,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1248.npz,2176,5248,0.50537109375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1249.npz,2176,5376,0.369598388671875,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1250.npz,2176,5504,0.386077880859375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1251.npz,2176,5632,0.35675048828125,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1252.npz,2176,5760,0.3631439208984375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1253.npz,2176,5888,0.4236602783203125,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1254.npz,2176,6016,0.587646484375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1255.npz,2176,6144,0.7828369140625,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1256.npz,2176,6272,0.6463470458984375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1257.npz,2176,6400,0.5068359375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1258.npz,2176,6528,0.437225341796875,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1259.npz,2176,6656,0.4279937744140625,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1260.npz,2176,6784,0.6617431640625,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1261.npz,2176,6912,0.618255615234375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1262.npz,2176,7040,0.5139312744140625,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1263.npz,2176,7168,0.664154052734375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1264.npz,2176,7296,0.6232452392578125,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1265.npz,2176,7424,0.522369384765625,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1266.npz,2176,7552,0.6508331298828125,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1267.npz,2176,7680,0.6733245849609375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1268.npz,2176,7808,0.4413299560546875,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1269.npz,2176,7936,0.341461181640625,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1270.npz,2176,8064,0.3011322021484375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1271.npz,2176,8192,0.1221466064453125,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1272.npz,2176,8320,0.0107421875,low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1273.npz,2176,8448,0.0,dry
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1274.npz,2176,8576,0.0,dry
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1275.npz,2176,8704,0.0,dry
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1276.npz,2176,8832,0.0,dry
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1277.npz,2176,8892,0.0,dry
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1278.npz,2304,0,0.1340179443359375,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1279.npz,2304,128,0.1733245849609375,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1280.npz,2304,256,0.1761474609375,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1281.npz,2304,384,0.276336669921875,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1282.npz,2304,512,0.3398284912109375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1283.npz,2304,640,0.267852783203125,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1284.npz,2304,768,0.218170166015625,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1285.npz,2304,896,0.2196044921875,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1286.npz,2304,1024,0.1551361083984375,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1287.npz,2304,1152,0.0665740966796875,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1288.npz,2304,1280,0.039031982421875,low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1289.npz,2304,1408,0.0608062744140625,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1290.npz,2304,1536,0.1625823974609375,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1291.npz,2304,1664,0.3492584228515625,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1292.npz,2304,1792,0.433135986328125,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1293.npz,2304,1920,0.412200927734375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1294.npz,2304,2048,0.296112060546875,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1295.npz,2304,2176,0.1263427734375,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1296.npz,2304,2304,0.0757293701171875,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1297.npz,2304,2432,0.1395416259765625,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1298.npz,2304,2560,0.2270050048828125,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1299.npz,2304,2688,0.2642364501953125,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1300.npz,2304,2816,0.1998443603515625,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1301.npz,2304,2944,0.0911102294921875,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1302.npz,2304,3072,0.0282135009765625,low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1303.npz,2304,3200,0.00128173828125,very_low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1304.npz,2304,3328,0.000732421875,very_low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1305.npz,2304,3456,0.000732421875,very_low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1306.npz,2304,3584,0.0,dry
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1307.npz,2304,3712,0.0,dry
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1308.npz,2304,3840,0.0,dry
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1309.npz,2304,3968,0.0,dry
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1310.npz,2304,4096,0.0,dry
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1311.npz,2304,4224,0.029876708984375,low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1312.npz,2304,4352,0.1452484130859375,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1313.npz,2304,4480,0.1687774658203125,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1314.npz,2304,4608,0.1259307861328125,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1315.npz,2304,4736,0.188140869140625,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1316.npz,2304,4864,0.2205963134765625,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1317.npz,2304,4992,0.2036895751953125,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1318.npz,2304,5120,0.2848968505859375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1319.npz,2304,5248,0.3398895263671875,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1320.npz,2304,5376,0.3115692138671875,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1321.npz,2304,5504,0.396392822265625,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1322.npz,2304,5632,0.4639739990234375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1323.npz,2304,5760,0.524078369140625,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1324.npz,2304,5888,0.6104736328125,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1325.npz,2304,6016,0.61456298828125,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1326.npz,2304,6144,0.607666015625,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1327.npz,2304,6272,0.4311676025390625,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1328.npz,2304,6400,0.3227386474609375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1329.npz,2304,6528,0.3822784423828125,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1330.npz,2304,6656,0.4424896240234375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1331.npz,2304,6784,0.631683349609375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1332.npz,2304,6912,0.6338043212890625,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1333.npz,2304,7040,0.5863189697265625,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1334.npz,2304,7168,0.66796875,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1335.npz,2304,7296,0.6433258056640625,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1336.npz,2304,7424,0.5975494384765625,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1337.npz,2304,7552,0.678619384765625,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1338.npz,2304,7680,0.7418365478515625,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1339.npz,2304,7808,0.56243896484375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1340.npz,2304,7936,0.3571624755859375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1341.npz,2304,8064,0.27081298828125,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1342.npz,2304,8192,0.1263885498046875,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1343.npz,2304,8320,0.00823974609375,very_low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1344.npz,2304,8448,0.0013275146484375,very_low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1345.npz,2304,8576,0.0020904541015625,very_low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1346.npz,2304,8704,0.000762939453125,very_low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1347.npz,2304,8832,0.0,dry
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1348.npz,2304,8892,0.0,dry
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1349.npz,2432,0,0.16705322265625,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1350.npz,2432,128,0.2402191162109375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1351.npz,2432,256,0.2328338623046875,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1352.npz,2432,384,0.2570037841796875,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1353.npz,2432,512,0.274383544921875,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1354.npz,2432,640,0.2181396484375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1355.npz,2432,768,0.144683837890625,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1356.npz,2432,896,0.1857452392578125,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1357.npz,2432,1024,0.1535797119140625,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1358.npz,2432,1152,0.06512451171875,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1359.npz,2432,1280,0.039825439453125,low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1360.npz,2432,1408,0.0357818603515625,low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1361.npz,2432,1536,0.190338134765625,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1362.npz,2432,1664,0.404144287109375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1363.npz,2432,1792,0.4319000244140625,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1364.npz,2432,1920,0.3611907958984375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1365.npz,2432,2048,0.2201995849609375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1366.npz,2432,2176,0.0768585205078125,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1367.npz,2432,2304,0.067718505859375,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1368.npz,2432,2432,0.1334686279296875,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1369.npz,2432,2560,0.1588287353515625,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1370.npz,2432,2688,0.0964813232421875,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1371.npz,2432,2816,0.0302581787109375,low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1372.npz,2432,2944,0.0,dry
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1373.npz,2432,3072,0.0,dry
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1374.npz,2432,3200,0.0,dry
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1375.npz,2432,3328,0.0002899169921875,very_low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1376.npz,2432,3456,0.0002899169921875,very_low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1377.npz,2432,3584,0.0,dry
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1378.npz,2432,3712,0.0,dry
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1379.npz,2432,3840,0.0,dry
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1380.npz,2432,3968,0.0,dry
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1381.npz,2432,4096,0.0264129638671875,low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1382.npz,2432,4224,0.1533966064453125,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1383.npz,2432,4352,0.168212890625,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1384.npz,2432,4480,0.0507354736328125,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1385.npz,2432,4608,0.03009033203125,low
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1386.npz,2432,4736,0.1130523681640625,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1387.npz,2432,4864,0.179351806640625,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1388.npz,2432,4992,0.12322998046875,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1389.npz,2432,5120,0.123504638671875,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1390.npz,2432,5248,0.2371826171875,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1391.npz,2432,5376,0.2710418701171875,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1392.npz,2432,5504,0.341888427734375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1393.npz,2432,5632,0.5495758056640625,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1394.npz,2432,5760,0.6868896484375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1395.npz,2432,5888,0.668731689453125,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1396.npz,2432,6016,0.496429443359375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1397.npz,2432,6144,0.3905792236328125,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1398.npz,2432,6272,0.306182861328125,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1399.npz,2432,6400,0.2936248779296875,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1400.npz,2432,6528,0.4545745849609375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1401.npz,2432,6656,0.61590576171875,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1402.npz,2432,6784,0.7501068115234375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1403.npz,2432,6912,0.6194915771484375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1404.npz,2432,7040,0.4269866943359375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1405.npz,2432,7168,0.417449951171875,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1406.npz,2432,7296,0.485076904296875,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1407.npz,2432,7424,0.5273590087890625,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1408.npz,2432,7552,0.4854736328125,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1409.npz,2432,7680,0.45086669921875,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1410.npz,2432,7808,0.4191436767578125,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1411.npz,2432,7936,0.4024505615234375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1412.npz,2432,8064,0.401519775390625,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1413.npz,2432,8192,0.2267913818359375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1414.npz,2432,8320,0.06451416015625,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1415.npz,2432,8448,0.140838623046875,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1416.npz,2432,8576,0.160400390625,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1417.npz,2432,8704,0.05450439453125,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1418.npz,2432,8832,0.0,dry
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1419.npz,2432,8892,0.0,dry
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1420.npz,2560,0,0.199981689453125,medium
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1421.npz,2560,128,0.2770538330078125,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1422.npz,2560,256,0.248687744140625,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1423.npz,2560,384,0.23974609375,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1424.npz,2560,512,0.2783660888671875,high
f:\MAPATHON\sylhet_flood_2024\data\processed\patches_overlap128_optimistic\patch_1425.npz,2560,640,0.277252197265625,high
